<TICKER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
ROSN;01.04.2022;0;441.0000000;484.0000000;430.3500000;450.0000000;6229594
ROSN;04.04.2022;0;450.3000000;478.0000000;432.0000000;443.9000000;5202613
ROSN;05.04.2022;0;445.6000000;451.1500000;391.4500000;419.0000000;5766225
ROSN;06.04.2022;0;416.1000000;429.4000000;402.0000000;405.0000000;3830992
ROSN;07.04.2022;0;406.9500000;414.0000000;402.0000000;408.5000000;3645861
ROSN;08.04.2022;0;409.5500000;416.0000000;395.3500000;403.0500000;2295945
ROSN;11.04.2022;0;403.5000000;427.9500000;399.0500000;414.0000000;5473292
ROSN;12.04.2022;0;416.8500000;424.0000000;392.0000000;412.1000000;3103890
ROSN;13.04.2022;0;413.2500000;417.5000000;401.5500000;406.0500000;1892680
ROSN;14.04.2022;0;406.1000000;407.5000000;390.7500000;391.0000000;1854938
ROSN;15.04.2022;0;392.4500000;395.9500000;380.0000000;390.5000000;1783321
ROSN;18.04.2022;0;393.0000000;395.0000000;381.5500000;384.8500000;1661402
ROSN;19.04.2022;0;384.8000000;385.2500000;358.5000000;385.0000000;3365722
